iter	Passed	Remaining
156	4829	10551
157	4856	10512
158	4888	10484
159	4922	10460
160	4948	10419
161	4978	10388
162	5007	10352
163	5038	10323
164	5068	10290
165	5095	10252
166	5124	10218
167	5157	10191
168	5186	10158
169	5216	10126
170	5247	10096
171	5276	10062
172	5308	10033
173	5336	9998
174	5367	9967
175	5398	9938
176	5433	9914
177	5459	9876
178	5489	9844
179	5521	9816
180	5552	9786
181	5581	9753
182	5611	9720
183	5643	9691
184	5677	9666
185	5703	9628
186	5734	9599
187	5766	9570
188	5796	9537
189	5824	9502
190	5854	9472
191	5886	9443
192	5919	9415
193	5946	9379
194	5976	9348
195	6007	9317
196	6035	9283
197	6071	9259
198	6096	9221
199	6127	9191
200	6163	9168
201	6197	9142
202	6227	9111
203	6256	9077
204	6281	9039
205	6311	9007
206	6341	8975
207	6371	8944
208	6399	8910
209	6431	8881
210	6461	8849
211	6491	8819
212	6521	8786
213	6553	8758
214	6582	8726
215	6612	8694
216	6640	8660
217	6674	8634
218	6708	8607
219	6745	8585
220	6783	8563
221	6816	8535
222	6848	8506
223	6876	8473
224	6910	8445
225	6944	8419
226	6980	8395
227	7012	8366
228	7050	8343
229	7090	8323
230	7128	8301
231	7159	8270
232	7193	8242
233	7226	8214
234	7259	8186
235	7295	8160
236	7324	8128
237	7354	8096
238	7387	8067
239	7418	8037
240	7450	8006
241	7479	7974
242	7515	7947
243	7550	7921
244	7581	7891
245	7613	7860
246	7640	7826
247	7672	7796
248	7700	7762
249	7733	7733
250	7761	7699
251	7795	7671
252	7820	7634
253	7850	7603
254	7883	7574
255	7914	7543
256	7946	7513
257	7973	7478
258	8007	7451
259	8040	7421
260	8074	7394
261	8106	7363
262	8133	7329
263	8168	7301
264	8202	7274
265	8240	7249
266	8273	7220
267	8311	7195
268	8343	7164
269	8380	7139
270	8415	7111
271	8451	7084
272	8486	7056
273	8522	7029
274	8555	6999
275	8589	6970
276	8621	6941
277	8652	6909
278	8686	6880
279	8718	6850
280	8746	6816
281	8780	6787
282	8811	6756
283	8842	6725
284	8871	6692
285	8903	6662
286	8936	6632
287	8962	6597
288	8991	6564
289	9021	6532
290	9048	6498
291	9075	6465
292	9102	6430
293	9131	6397
294	9162	6367
295	9192	6335
296	9221	6303
297	9250	6270
298	9279	6238
299	9312	6208
300	9341	6175
301	9374	6145
302	9408	6116
303	9440	6086
304	9471	6055
305	9501	6023
306	9530	5991
307	9567	5963
308	9596	5932
309	9627	5900
310	9656	5868
311	9684	5835
312	9712	5802
313	9739	5769
314	9776	5741
315	9811	5713
316	9843	5682
317	9874	5651
318	9907	5621
319	9936	5589
320	9968	5558
321	10002	5529
322	10036	5500
323	10075	5472
324	10113	5445
325	10149	5417
326	10186	5389
327	10219	5358
328	10250	5328
329	10283	5297
330	10315	5267
331	10350	5237
332	10385	5208
333	10420	5178
334	10453	5148
335	10486	5118
336	10520	5088
337	10554	5058
338	10587	5028
339	10615	4995
340	10643	4962
341	10675	4932
342	10706	4900
343	10737	4869
344	10769	4838
345	10796	4805
346	10827	4773
347	10857	4742
348	10890	4712
349	10922	4680
350	10953	4649
351	10986	4619
352	11016	4587
353	11042	4554
354	11075	4523
355	11101	4490
356	11129	4458
357	11162	4427
358	11193	4396
359	11225	4365
360	11260	4335
361	11293	4305
362	11321	4272
363	11357	4243
364	11398	4216
365	11434	4186
366	11468	4156
367	11505	4126
368	11539	4096
369	11580	4068
370	11619	4040
371	11658	4011
372	11691	3980
373	11722	3949
374	11754	3918
375	11784	3886
376	11815	3854
377	11846	3823
378	11876	3791
379	11907	3760
380	11934	3727
381	11966	3696
382	11998	3665
383	12028	3633
384	12059	3602
385	12089	3570
386	12123	3539
387	12151	3507
388	12181	3475
389	12205	3442
390	12232	3410
391	12263	3378
392	12293	3347
393	12324	3315
394	12352	3283
395	12380	3251
396	12410	3219
397	12438	3187
398	12464	3155
399	12494	3123
400	12524	3091
401	12555	3060
402	12587	3029
403	12618	2998
404	12646	2966
405	12672	2933
406	12705	2903
407	12730	2870
408	12761	2839
409	12791	2807
410	12819	2776
411	12845	2743
412	12879	2713
413	12908	2681
414	12934	2649
415	12962	2617
416	12992	2586
417	13019	2554
418	13059	2524
419	13102	2495
420	13133	2464
421	13174	2435
422	13208	2404
423	13242	2373
424	13280	2343
425	13317	2313
426	13347	2281
427	13381	2251
428	13414	2220
429	13438	2187
430	13471	2156
431	13502	2125
432	13534	2094
433	13565	2062
434	13595	2031
435	13627	2000
436	13659	1969
437	13692	1938
438	13722	1906
439	13755	1875
440	13785	1844
441	13812	1812
442	13842	1781
443	13872	1749
444	13903	1718
445	13935	1687
446	13965	1655
447	13994	1624
448	14021	1592
449	14050	1561
450	14080	1529
451	14111	1498
452	14139	1467
453	14172	1436
454	14206	1405
455	14233	1373
456	14264	1342
457	14295	1310
458	14326	1279
459	14356	1248
460	14382	1216
461	14415	1185
462	14448	1154
463	14483	1123
464	14516	1092
465	14545	1061
466	14579	1030
467	14608	998
468	14638	967
469	14667	936
470	14698	905
471	14728	873
472	14757	842
473	14790	811
474	14823	780
475	14854	748
476	14888	717
477	14918	686
478	14948	655
479	14983	624
480	15011	592
481	15042	561
482	15073	530
483	15106	499
484	15132	468
485	15163	436
486	15191	405
487	15221	374
488	15247	342
489	15280	311
490	15308	280
491	15337	249
492	15366	218
493	15398	187
494	15427	155
495	15459	124
496	15494	93
497	15525	62
498	15554	31
499	15587	0
