iter	Accuracy	MultiClass
196	0.8836907083	0.3027634573
197	0.8836907083	0.3025217377
198	0.8836907083	0.3023704111
199	0.8838206628	0.3020969897
200	0.8838206628	0.3017412054
201	0.8838206628	0.301476543
202	0.8838206628	0.3014333682
203	0.8838206628	0.3012469856
204	0.8839506173	0.3011625233
205	0.8839506173	0.3011252797
206	0.8839506173	0.3009642349
207	0.8839506173	0.300792919
208	0.8842105263	0.3006644335
209	0.8842105263	0.3005466994
210	0.8844704353	0.300435353
211	0.8844704353	0.3003009088
212	0.8847303444	0.3001269922
213	0.8848602989	0.2999754251
214	0.8847303444	0.2999182259
215	0.8847303444	0.2998458829
216	0.8847303444	0.2997455594
217	0.8847303444	0.2996525678
218	0.8847303444	0.2995410815
219	0.8847303444	0.2993170425
220	0.8849902534	0.2990037064
221	0.8848602989	0.2988911125
222	0.8847303444	0.2987655528
223	0.8847303444	0.2986821565
224	0.8847303444	0.2985047906
225	0.8847303444	0.2984706622
226	0.8847303444	0.2984599583
227	0.8847303444	0.2984375909
228	0.8847303444	0.2982379496
229	0.8847303444	0.2979418696
230	0.8847303444	0.2976392769
231	0.8847303444	0.2975887425
232	0.8847303444	0.2973040105
233	0.8848602989	0.2971170553
234	0.8848602989	0.2969841108
235	0.8849902534	0.2969167681
236	0.8849902534	0.2967897509
237	0.8849902534	0.2967062423
238	0.8851202079	0.2964092724
239	0.8851202079	0.2961478199
240	0.8852501624	0.2959740661
241	0.885380117	0.2958191644
242	0.885380117	0.2957121794
243	0.8852501624	0.2955748858
244	0.8852501624	0.2955361191
245	0.885380117	0.2955041716
246	0.885380117	0.2953098057
247	0.8852501624	0.2951776975
248	0.8852501624	0.2950660474
249	0.885380117	0.2949109053
250	0.885380117	0.29460793
251	0.8852501624	0.2945017628
252	0.885640026	0.2942959872
253	0.885640026	0.2941288247
254	0.8857699805	0.2939487809
255	0.8857699805	0.2938866526
256	0.8857699805	0.2937406545
257	0.885640026	0.2936553739
258	0.885640026	0.2935775585
259	0.885640026	0.2932368217
260	0.885640026	0.293132
261	0.8857699805	0.2930725712
262	0.885640026	0.2929399905
263	0.885640026	0.2928642008
264	0.8857699805	0.2927948989
265	0.885899935	0.2926706585
266	0.8857699805	0.2925469469
267	0.885899935	0.2924603076
268	0.8857699805	0.2923461152
269	0.8857699805	0.2921260464
270	0.885899935	0.2919563907
271	0.8861598441	0.2918812941
272	0.8861598441	0.2916086209
273	0.885899935	0.2914687512
274	0.885899935	0.2914379464
275	0.8860298895	0.2913601119
276	0.8857699805	0.2912055231
277	0.8860298895	0.291162339
278	0.8860298895	0.2910436736
279	0.8857699805	0.290767821
280	0.8857699805	0.2906829606
281	0.885899935	0.2906293862
282	0.885899935	0.2905584736
283	0.8861598441	0.2904599022
284	0.8864197531	0.2904200167
285	0.8862897986	0.2901555886
286	0.8866796621	0.2899789466
287	0.8866796621	0.2899181758
288	0.8865497076	0.2898182886
289	0.8868096166	0.2896145024
290	0.8866796621	0.2893867716
291	0.8870695257	0.2892825991
292	0.8870695257	0.2891125509
293	0.8870695257	0.288992584
294	0.8873294347	0.288788464
295	0.8874593892	0.2887359918
296	0.8869395712	0.2885864606
297	0.8873294347	0.2883586174
298	0.8871994802	0.2882885239
299	0.8871994802	0.2881284091
300	0.8870695257	0.2878823053
301	0.8870695257	0.2878082692
302	0.8869395712	0.2876439626
303	0.8869395712	0.2875144729
304	0.8870695257	0.2874777201
305	0.8870695257	0.2873797031
306	0.8870695257	0.287337003
307	0.8871994802	0.2871270766
308	0.8870695257	0.287093302
309	0.8870695257	0.2870048171
310	0.8869395712	0.2869165824
311	0.8870695257	0.2868074966
312	0.8870695257	0.2865884634
313	0.8873294347	0.2864131196
314	0.8875893437	0.2862245344
315	0.8875893437	0.2862023002
316	0.8875893437	0.286183153
317	0.8877192982	0.286102815
318	0.8877192982	0.2859315815
319	0.8877192982	0.285895122
320	0.8877192982	0.2858221322
321	0.8877192982	0.2857084036
322	0.8878492528	0.2855696772
323	0.8878492528	0.2855225749
324	0.8878492528	0.2854184433
325	0.8878492528	0.2853215344
326	0.8875893437	0.2851047709
327	0.8875893437	0.2850506716
328	0.8875893437	0.2848684962
329	0.8875893437	0.2847918229
330	0.8875893437	0.2845893016
331	0.8875893437	0.2844602777
332	0.8875893437	0.2843643665
333	0.8877192982	0.2842413127
334	0.8877192982	0.2840836132
335	0.8878492528	0.2839546664
336	0.8881091618	0.283683333
337	0.8881091618	0.2835088627
338	0.8879792073	0.2834071743
339	0.8881091618	0.2832317289
340	0.8879792073	0.2832002004
341	0.8882391163	0.2830305662
342	0.8881091618	0.2829713198
343	0.8881091618	0.2828492075
344	0.8882391163	0.2826386275
345	0.8883690708	0.2824263214
346	0.8883690708	0.2823437549
347	0.8883690708	0.2822664118
348	0.8883690708	0.2821843561
349	0.8884990253	0.282017
350	0.8883690708	0.2819204502
351	0.8883690708	0.2817094363
352	0.8882391163	0.281593808
353	0.8882391163	0.2815251197
354	0.8882391163	0.2813946334
355	0.8882391163	0.2813336091
356	0.8882391163	0.2812612321
357	0.8883690708	0.2811524755
358	0.8882391163	0.281063275
359	0.8884990253	0.2809307543
360	0.8884990253	0.2808094116
361	0.8884990253	0.280717657
362	0.8886289799	0.2806450337
363	0.8886289799	0.2805827084
364	0.8886289799	0.2804790982
365	0.8887589344	0.2803919463
366	0.8887589344	0.2802768805
367	0.8888888889	0.2801177027
368	0.8888888889	0.2800805014
369	0.8888888889	0.2799071239
370	0.8888888889	0.2797569691
371	0.8887589344	0.2796429029
372	0.8884990253	0.2794796286
373	0.8884990253	0.279370174
374	0.8886289799	0.2792022835
375	0.8886289799	0.2791127587
376	0.8884990253	0.2790486555
377	0.8886289799	0.2788568739
378	0.8887589344	0.2788195941
379	0.8887589344	0.2787147618
380	0.8888888889	0.2786278768
381	0.8888888889	0.2785696901
382	0.8888888889	0.278498249
383	0.8888888889	0.2784376823
384	0.8890188434	0.2782636297
385	0.8891487979	0.2781204796
386	0.8891487979	0.2780302182
387	0.8892787524	0.2778757122
388	0.8892787524	0.2778314411
389	0.8892787524	0.2777526892
390	0.8891487979	0.2776477891
391	0.8891487979	0.2775343458
392	0.8890188434	0.2774731499
393	0.8890188434	0.2774363576
394	0.8890188434	0.2771264956
395	0.8890188434	0.2769351297
396	0.8890188434	0.2769148536
397	0.8890188434	0.2768773849
398	0.8890188434	0.276639194
399	0.8892787524	0.2764922244
400	0.8891487979	0.2764207716
401	0.8891487979	0.2763406053
402	0.8890188434	0.2762573264
403	0.8891487979	0.2761182205
404	0.8891487979	0.2760957496
405	0.8891487979	0.2759968688
406	0.8891487979	0.2758694011
407	0.8892787524	0.2758353077
408	0.8895386615	0.2756089651
409	0.8895386615	0.2755385828
410	0.889408707	0.2754911562
411	0.889668616	0.2752839024
412	0.889408707	0.2750643033
413	0.889408707	0.2749644195
414	0.8892787524	0.2748613115
415	0.8892787524	0.2747796139
416	0.8895386615	0.274558217
417	0.889408707	0.2744145232
418	0.8895386615	0.2743290453
419	0.889408707	0.2742193065
420	0.8897985705	0.2741088862
421	0.8897985705	0.2739892893
422	0.889928525	0.2738284485
423	0.8900584795	0.2737074567
424	0.8900584795	0.2735929984
425	0.889928525	0.2735082345
426	0.8900584795	0.2734020866
427	0.890188434	0.2731674938
428	0.890188434	0.2731184745
429	0.8903183886	0.2729834047
430	0.8903183886	0.2729055444
431	0.8903183886	0.2728408719
432	0.8903183886	0.2727656907
433	0.8903183886	0.2727279582
434	0.8903183886	0.2726095987
435	0.890188434	0.2724709896
436	0.8900584795	0.2722455929
437	0.890188434	0.2721807452
438	0.8900584795	0.2721466485
439	0.8900584795	0.2720333018
440	0.890188434	0.2719982545
441	0.8903183886	0.27195305
442	0.890188434	0.271835967
443	0.8903183886	0.2717632535
444	0.8904483431	0.2716668379
445	0.8904483431	0.2714543741
446	0.8904483431	0.2713928582
447	0.8907082521	0.271258119
448	0.8907082521	0.2710593448
449	0.8908382066	0.2709382548
450	0.8909681611	0.2707456819
451	0.8909681611	0.2706862699
452	0.8909681611	0.2706524595
453	0.8909681611	0.2704945503
454	0.8910981157	0.2704004031
455	0.8913580247	0.270257388
456	0.8914879792	0.2701281124
457	0.8914879792	0.2700966488
458	0.8916179337	0.2700085124
459	0.8916179337	0.2698811903
460	0.8916179337	0.2698472496
461	0.8916179337	0.2697393525
462	0.8916179337	0.2696515447
463	0.8918778428	0.2695811309
464	0.8918778428	0.2694357102
465	0.8918778428	0.2692668318
466	0.8918778428	0.2691991149
467	0.8920077973	0.2691264862
468	0.8921377518	0.2690500999
469	0.8922677063	0.2689222961
470	0.8925276153	0.2688180657
471	0.8925276153	0.2687309993
472	0.8926575699	0.2686338029
473	0.8923976608	0.268532974
474	0.8925276153	0.2684983699
475	0.8925276153	0.2684279258
476	0.8925276153	0.2683610114
477	0.8922677063	0.2683253074
478	0.8922677063	0.2682254829
479	0.8921377518	0.2681453122
480	0.8922677063	0.2680270568
481	0.8922677063	0.26792147
482	0.8923976608	0.2678844975
483	0.8923976608	0.2677778039
484	0.8922677063	0.2676882632
485	0.8922677063	0.2675021691
486	0.8923976608	0.2673877977
487	0.8926575699	0.2673201457
488	0.8929174789	0.267147114
489	0.8929174789	0.2670855296
490	0.8929174789	0.2669569995
491	0.8929174789	0.2668215358
492	0.8930474334	0.2666374715
493	0.8931773879	0.2665820595
494	0.8931773879	0.2664785542
495	0.8931773879	0.2663560204
496	0.8930474334	0.2661789115
497	0.8930474334	0.2661436775
498	0.8931773879	0.2660606384
499	0.8934372969	0.2659191974
