iter	Passed	Remaining
205	6708	9573
206	6734	9531
207	6764	9496
208	6806	9477
209	6838	9443
210	6885	9431
211	6940	9429
212	6991	9420
213	7040	9409
214	7079	9384
215	7113	9353
216	7153	9329
217	7188	9299
218	7230	9277
219	7276	9260
220	7313	9233
221	7350	9204
222	7382	9170
223	7418	9140
224	7453	9109
225	7481	9070
226	7517	9040
227	7555	9013
228	7599	8993
229	7641	8970
230	7684	8948
231	7724	8923
232	7764	8897
233	7807	8875
234	7851	8854
235	7888	8824
236	7924	8793
237	7972	8776
238	8007	8744
239	8040	8710
240	8075	8678
241	8112	8648
242	8145	8615
243	8183	8586
244	8216	8551
245	8246	8514
246	8277	8478
247	8312	8447
248	8351	8418
249	8394	8394
250	8433	8366
251	8474	8339
252	8512	8310
253	8551	8282
254	8601	8264
255	8675	8268
256	8728	8252
257	8776	8231
258	8816	8203
259	8853	8172
260	8892	8142
261	8928	8110
262	8961	8075
263	9001	8047
264	9037	8014
265	9080	7988
266	9122	7960
267	9162	7932
268	9204	7904
269	9254	7883
270	9292	7852
271	9325	7817
272	9356	7780
273	9382	7738
274	9414	7702
275	9444	7665
276	9472	7625
277	9504	7589
278	9536	7553
279	9564	7514
280	9605	7485
281	9650	7460
282	9695	7434
283	9730	7400
284	9774	7373
285	9815	7344
286	9857	7315
287	9897	7285
288	9933	7252
289	9972	7221
290	10008	7188
291	10042	7153
292	10077	7119
293	10114	7087
294	10151	7054
295	10190	7023
296	10229	6992
297	10270	6961
298	10309	6930
299	10348	6898
300	10385	6866
301	10418	6830
302	10444	6790
303	10471	6751
304	10504	6716
305	10542	6683
306	10573	6646
307	10598	6607
308	10623	6566
309	10655	6530
310	10685	6493
311	10719	6458
312	10748	6421
313	10777	6384
314	10807	6347
315	10835	6309
316	10868	6274
317	10896	6236
318	10923	6197
319	10951	6160
320	10986	6126
321	11016	6090
322	11043	6051
323	11074	6015
324	11105	5980
325	11133	5942
326	11161	5905
327	11192	5869
328	11223	5833
329	11257	5799
330	11285	5761
331	11312	5724
332	11340	5687
333	11375	5653
334	11410	5619
335	11449	5588
336	11492	5558
337	11532	5527
338	11572	5495
339	11608	5462
340	11646	5430
341	11678	5395
342	11708	5359
343	11740	5324
344	11767	5286
345	11799	5251
346	11831	5216
347	11865	5182
348	11901	5149
349	11932	5114
350	11968	5080
351	11997	5044
352	12032	5010
353	12063	4975
354	12094	4940
355	12127	4905
356	12166	4873
357	12200	4839
358	12231	4803
359	12267	4770
360	12294	4734
361	12326	4699
362	12366	4667
363	12402	4633
364	12436	4599
365	12463	4562
366	12496	4528
367	12535	4496
368	12577	4465
369	12615	4432
370	12652	4399
371	12688	4365
372	12718	4330
373	12746	4294
374	12776	4258
375	12807	4223
376	12834	4187
377	12865	4152
378	12895	4117
379	12924	4081
380	12955	4046
381	12996	4014
382	13033	3981
383	13071	3948
384	13110	3916
385	13153	3884
386	13194	3852
387	13232	3819
388	13263	3784
389	13291	3748
390	13319	3713
391	13355	3679
392	13393	3646
393	13424	3611
394	13460	3577
395	13496	3544
396	13533	3511
397	13573	3478
398	13612	3445
399	13644	3411
400	13685	3378
401	13724	3345
