iter	Accuracy	MultiClass
136	0.8821159345	0.3151362956
137	0.8822459059	0.3149288431
138	0.8822459059	0.3146807938
139	0.8823758773	0.3143799004
140	0.8819859631	0.3142402956
141	0.8823758773	0.3138384721
142	0.8825058487	0.3135431236
143	0.8825058487	0.3132109638
144	0.8827657915	0.3128988981
145	0.8827657915	0.3128919659
146	0.8827657915	0.3127429912
147	0.8826358201	0.3126649604
148	0.8826358201	0.3123433916
149	0.8825058487	0.3121295531
150	0.8823758773	0.3119365838
151	0.8825058487	0.3117606411
152	0.8825058487	0.3113915118
153	0.8823758773	0.3111062987
154	0.8825058487	0.3110810372
155	0.8825058487	0.3107714738
156	0.8826358201	0.3106101206
157	0.8825058487	0.3103658999
158	0.8826358201	0.3100992289
159	0.8825058487	0.3100402251
160	0.8825058487	0.3097887016
161	0.8826358201	0.3095695946
162	0.8826358201	0.3094216063
163	0.8826358201	0.3092806339
164	0.8826358201	0.3091050339
165	0.8826358201	0.3090641812
166	0.8825058487	0.3088639456
167	0.8823758773	0.3087190428
168	0.8823758773	0.3084149847
169	0.8823758773	0.3083822328
170	0.8826358201	0.3080599422
171	0.8825058487	0.307877328
172	0.8823758773	0.3077297058
173	0.8827657915	0.3076208234
174	0.8827657915	0.3073904854
175	0.8830257343	0.307172799
176	0.8832856772	0.3069924068
177	0.8834156486	0.3067213098
178	0.8831557057	0.3065542884
179	0.8832856772	0.3063693944
180	0.8831557057	0.3063320301
181	0.8834156486	0.3062258916
182	0.88354562	0.3060307146
183	0.88354562	0.305839763
184	0.88354562	0.3057129905
185	0.8834156486	0.3055961366
186	0.8834156486	0.3055278881
187	0.88354562	0.3053714992
188	0.88354562	0.305060982
189	0.88354562	0.3048916772
190	0.8836755914	0.3046889629
191	0.8838055628	0.304401937
192	0.8838055628	0.3043587474
193	0.8836755914	0.3040330726
194	0.8836755914	0.3036772998
195	0.8838055628	0.3034802035
196	0.8838055628	0.3032189152
197	0.8838055628	0.3031892925
198	0.8838055628	0.3029079711
199	0.8838055628	0.3027027643
200	0.8836755914	0.3026034237
201	0.8836755914	0.3024916897
202	0.8836755914	0.3022003882
203	0.8838055628	0.3019174056
204	0.8838055628	0.3016085286
205	0.8838055628	0.301296433
206	0.8838055628	0.3011570363
207	0.8838055628	0.3010538702
208	0.8838055628	0.3005406863
209	0.8838055628	0.3004129958
210	0.8838055628	0.3002046431
211	0.8836755914	0.2999922662
212	0.8836755914	0.2997586782
213	0.8836755914	0.2996174684
214	0.8836755914	0.2994759508
215	0.8838055628	0.2994005251
216	0.8838055628	0.2993308989
217	0.8838055628	0.2991584705
218	0.8836755914	0.298975348
219	0.8836755914	0.298899266
220	0.8836755914	0.2987692232
221	0.88354562	0.2986736496
222	0.8838055628	0.2985602622
223	0.8838055628	0.2983506434
224	0.8840655056	0.2981942342
225	0.8840655056	0.2981633244
226	0.8840655056	0.2980185719
227	0.8840655056	0.2976453882
228	0.8840655056	0.2974937814
229	0.8840655056	0.2973051936
230	0.8840655056	0.2971576492
231	0.884195477	0.2970843948
232	0.884195477	0.296742067
233	0.8843254484	0.2964315744
234	0.8843254484	0.2963186187
235	0.8843254484	0.2962799688
236	0.884195477	0.2960815941
237	0.8843254484	0.2958446057
238	0.8844554198	0.2957376109
239	0.8844554198	0.2954736835
240	0.8843254484	0.2953147487
241	0.8843254484	0.2950450677
242	0.8845853912	0.2948118833
243	0.8844554198	0.2945130132
244	0.8843254484	0.294456627
245	0.8844554198	0.2942611501
246	0.8844554198	0.2941361959
247	0.8845853912	0.2940645177
248	0.8847153626	0.2939171173
249	0.8847153626	0.2938799161
250	0.8849753054	0.2936422565
251	0.8851052768	0.2935733933
252	0.8851052768	0.2933605165
253	0.8849753054	0.2932527717
254	0.8852352482	0.2930991691
255	0.8852352482	0.2929089822
256	0.8853652197	0.2927995924
257	0.8854951911	0.2927144121
258	0.8854951911	0.2925557577
259	0.8854951911	0.2923689214
260	0.8853652197	0.2922059675
261	0.8853652197	0.2921208838
262	0.8853652197	0.2919344833
263	0.8854951911	0.2918478726
264	0.8854951911	0.2916572985
265	0.8854951911	0.2915340483
266	0.8854951911	0.2914495861
267	0.8854951911	0.2913918332
268	0.8854951911	0.2913530846
269	0.8854951911	0.2912319348
270	0.8854951911	0.2910144651
271	0.8854951911	0.290966517
272	0.8854951911	0.2908331673
273	0.8854951911	0.2906792771
274	0.8856251625	0.2905740932
275	0.8857551339	0.2905368373
276	0.8857551339	0.2904726072
277	0.8856251625	0.2903185092
278	0.8856251625	0.2902533091
279	0.8857551339	0.2900665012
280	0.8857551339	0.289963241
281	0.8857551339	0.289809462
282	0.8857551339	0.289701681
283	0.8857551339	0.2895861187
284	0.8857551339	0.2895080058
285	0.8857551339	0.2893168257
286	0.8860150767	0.2891837144
287	0.8860150767	0.2891173893
288	0.8860150767	0.2891124823
289	0.8860150767	0.2890524932
290	0.8860150767	0.2889718285
291	0.8860150767	0.2888499035
292	0.8858851053	0.2887137852
293	0.8858851053	0.2886666827
294	0.8860150767	0.2885288818
295	0.8861450481	0.2884458659
296	0.8861450481	0.2883630695
297	0.8862750195	0.288330838
298	0.8862750195	0.2882020671
299	0.8861450481	0.2879275743
300	0.8861450481	0.2877801139
301	0.8862750195	0.2877268848
302	0.8862750195	0.2876774004
303	0.8862750195	0.2876210178
304	0.8862750195	0.2875388545
305	0.8864049909	0.2873722645
306	0.8864049909	0.2872451226
307	0.8864049909	0.2871791445
308	0.8864049909	0.2870280331
309	0.8865349623	0.2869716428
310	0.8865349623	0.2868012422
311	0.8866649337	0.2866837249
312	0.8866649337	0.2864646593
313	0.8867949051	0.2863730318
314	0.8867949051	0.2863223309
315	0.8867949051	0.2862448162
316	0.8867949051	0.2860594396
317	0.8867949051	0.285950796
318	0.8870548479	0.2857258321
319	0.8869248765	0.2856635639
320	0.8870548479	0.2856365408
321	0.8869248765	0.2855421934
322	0.8870548479	0.2853441114
323	0.8870548479	0.2852398371
324	0.8870548479	0.2851076133
325	0.8870548479	0.2849606855
326	0.8871848193	0.2849056861
327	0.8871848193	0.2846270671
328	0.8873147907	0.2845065313
329	0.8871848193	0.2843396097
330	0.8871848193	0.2842015356
331	0.8871848193	0.2841138266
332	0.8875747336	0.2839404583
333	0.8875747336	0.2837864852
334	0.887704705	0.2835324162
335	0.887704705	0.2834393449
336	0.8874447622	0.2832184742
337	0.887704705	0.2830163855
338	0.887704705	0.2828628488
339	0.8878346764	0.2827585594
340	0.8879646478	0.2826295846
341	0.8880946192	0.2825660512
342	0.8880946192	0.2823421539
343	0.8884845334	0.2822391932
344	0.8886145048	0.2821184303
345	0.8886145048	0.2820627209
346	0.8884845334	0.2819319016
347	0.8886145048	0.281801152
348	0.8884845334	0.2817005008
349	0.8884845334	0.2816419999
350	0.8886145048	0.2815026452
351	0.8886145048	0.2814534209
352	0.8886145048	0.2812814811
353	0.8886145048	0.281143533
354	0.888354562	0.28087804
355	0.888354562	0.2807481128
356	0.8884845334	0.2806897582
357	0.8884845334	0.2805891685
358	0.8884845334	0.2805496885
359	0.8884845334	0.2804170478
360	0.8886145048	0.2801703647
361	0.8884845334	0.2800476396
362	0.8886145048	0.2798334551
363	0.8887444762	0.27978203
364	0.8887444762	0.2796203723
365	0.8888744476	0.2794898947
366	0.889004419	0.2794029326
367	0.8891343904	0.2793083893
368	0.8891343904	0.2790794101
369	0.8891343904	0.2789322745
370	0.8892643618	0.2786959977
371	0.8895243047	0.2786081615
372	0.8895243047	0.2785894508
373	0.8893943332	0.2783278354
374	0.8893943332	0.2783011033
375	0.8895243047	0.2781124367
376	0.8893943332	0.2780087178
377	0.8895243047	0.2777634523
378	0.8895243047	0.2776627195
379	0.8895243047	0.2775727135
380	0.8899142189	0.2773092111
381	0.8897842475	0.2772062126
382	0.8899142189	0.2771878824
383	0.8900441903	0.2770765579
384	0.8900441903	0.2769679352
385	0.8900441903	0.2767997494
386	0.8900441903	0.2767759599
387	0.8900441903	0.2767050087
388	0.8903041331	0.2764992848
389	0.8901741617	0.2764407675
390	0.8903041331	0.2763772833
391	0.8903041331	0.2763126686
392	0.8904341045	0.2761693993
393	0.8905640759	0.2760154444
394	0.8904341045	0.2759323535
395	0.8903041331	0.2758425355
396	0.8906940473	0.2756896629
397	0.8905640759	0.2755959317
398	0.8909539901	0.2755542066
399	0.8909539901	0.2754826902
400	0.8912139329	0.2753529623
401	0.8910839615	0.2752937753
402	0.8909539901	0.2752085755
403	0.8909539901	0.2751646918
404	0.8910839615	0.2749811851
405	0.8910839615	0.2749234729
406	0.8910839615	0.2748694773
407	0.8908240187	0.2747800897
408	0.8908240187	0.274676214
409	0.8908240187	0.2745541614
410	0.8908240187	0.2745178672
411	0.8909539901	0.2744424768
412	0.8913439043	0.2743298084
413	0.8913439043	0.2743184895
414	0.8913439043	0.2742049019
415	0.8913439043	0.2740707668
416	0.8913439043	0.2740576529
417	0.8914738757	0.2739321001
418	0.8916038472	0.2738331242
419	0.8917338186	0.2737036155
420	0.89186379	0.2734847564
421	0.8919937614	0.2733519023
422	0.8919937614	0.2732460701
423	0.8919937614	0.273196986
424	0.8917338186	0.2730531297
425	0.8917338186	0.2729987233
426	0.8919937614	0.2728929452
427	0.8919937614	0.2727976466
428	0.8921237328	0.2726277329
429	0.8919937614	0.272543773
430	0.8921237328	0.2724419948
431	0.8919937614	0.272332544
432	0.8929035612	0.2721780779
433	0.8929035612	0.2721257223
434	0.8929035612	0.2719517717
435	0.8926436184	0.2718517221
436	0.8929035612	0.271727708
437	0.8929035612	0.2715876295
438	0.8929035612	0.271413284
439	0.8930335326	0.271294628
440	0.8929035612	0.2711350082
441	0.8930335326	0.27104871
442	0.893163504	0.2708522414
443	0.8929035612	0.2706689028
444	0.8930335326	0.2705785722
445	0.8929035612	0.270503867
446	0.8929035612	0.2704054946
447	0.8929035612	0.270364393
448	0.8929035612	0.2702858649
449	0.893163504	0.2701638953
450	0.8930335326	0.2700228674
451	0.8932934754	0.2699105395
452	0.8932934754	0.2698350222
453	0.8932934754	0.2697594207
454	0.8934234468	0.269674453
455	0.8934234468	0.2694228284
456	0.8932934754	0.2693647316
457	0.8935534182	0.2691967031
458	0.8938133611	0.2690782337
459	0.8938133611	0.2690004942
460	0.8938133611	0.2689255748
461	0.8936833897	0.2688031235
462	0.8936833897	0.2686763511
463	0.8942032753	0.2684906266
464	0.8942032753	0.2683551274
465	0.8940733039	0.2682932878
466	0.8943332467	0.2681569164
467	0.8943332467	0.2680938242
468	0.8943332467	0.2680246699
469	0.8944632181	0.2678687662
470	0.8945931895	0.2678413994
471	0.8947231609	0.2676823189
472	0.8948531323	0.2676615377
473	0.8947231609	0.267605626
474	0.8949831037	0.2673937352
475	0.8951130751	0.2673246093
476	0.8952430465	0.2672718563
477	0.8952430465	0.2671475739
478	0.8952430465	0.2671183768
479	0.8955029893	0.2669161907
480	0.8955029893	0.2667770527
481	0.8956329607	0.2666505945
482	0.8956329607	0.2665586626
483	0.8953730179	0.266436639
484	0.8956329607	0.2663535161
485	0.896022875	0.2662008934
486	0.8957629322	0.2659913713
487	0.8957629322	0.2659281301
488	0.8958929036	0.2658391369
489	0.8964127892	0.2656376396
490	0.8958929036	0.2654940927
491	0.8957629322	0.2654012889
492	0.8962828178	0.2652809022
493	0.896672732	0.2651121671
494	0.8962828178	0.2650201725
495	0.8964127892	0.2649848786
496	0.896672732	0.2649612019
497	0.8964127892	0.2647893176
498	0.8965427606	0.2646369468
499	0.8968027034	0.2645586458
