iter	Passed	Remaining
1048	15622	58841
1049	15636	58824
1050	15651	58808
1051	15665	58791
1052	15679	58771
1053	15692	58749
1054	15706	58733
1055	15720	58713
1056	15735	58697
1057	15751	58688
1058	15766	58674
1059	15781	58659
1060	15797	58647
1061	15812	58632
1062	15825	58613
1063	15841	58599
1064	15854	58580
1065	15869	58566
1066	15884	58549
1067	15898	58534
1068	15914	58521
1069	15929	58508
1070	15945	58495
1071	15960	58483
1072	15975	58469
1073	15990	58452
1074	16005	58439
1075	16020	58423
1076	16034	58405
1077	16046	58380
1078	16060	58364
1079	16075	58346
1080	16089	58328
1081	16104	58314
1082	16119	58301
1083	16134	58287
1084	16149	58272
1085	16163	58255
1086	16178	58240
1087	16193	58225
1088	16208	58209
1089	16223	58197
1090	16238	58183
1091	16252	58164
1092	16268	58151
1093	16284	58141
1094	16298	58125
1095	16313	58110
1096	16329	58097
1097	16345	58088
1098	16361	58076
1099	16375	58057
1100	16390	58044
1101	16405	58030
1102	16420	58016
1103	16434	57996
1104	16448	57980
1105	16463	57964
1106	16478	57948
1107	16493	57934
1108	16509	57925
1109	16524	57910
1110	16537	57887
1111	16551	57871
1112	16566	57855
1113	16582	57845
1114	16598	57834
1115	16614	57823
1116	16630	57812
1117	16647	57805
1118	16664	57798
1119	16679	57782
1120	16697	57778
1121	16715	57772
1122	16732	57766
1123	16747	57753
1124	16761	57734
1125	16776	57720
1126	16793	57710
1127	16811	57706
1128	16830	57707
1129	16844	57688
1130	16862	57684
1131	16877	57669
1132	16892	57656
1133	16907	57641
1134	16921	57623
1135	16936	57608
1136	16952	57595
1137	16967	57583
1138	16981	57564
1139	16996	57550
1140	17012	57538
1141	17027	57522
1142	17041	57507
1143	17055	57487
1144	17070	57472
1145	17085	57457
1146	17099	57442
1147	17115	57427
1148	17130	57415
1149	17145	57400
1150	17160	57386
1151	17175	57371
1152	17190	57356
1153	17205	57342
1154	17220	57328
1155	17235	57312
1156	17249	57295
1157	17263	57278
1158	17278	57262
1159	17292	57245
1160	17306	57225
1161	17319	57204
1162	17334	57189
1163	17351	57182
1164	17366	57169
1165	17382	57156
1166	17397	57141
1167	17412	57127
1168	17426	57109
1169	17439	57087
1170	17452	57067
1171	17467	57052
1172	17481	57033
1173	17496	57021
1174	17511	57006
1175	17526	56990
1176	17541	56977
1177	17556	56961
1178	17570	56942
