iter	MultiClass
458	0.2268070055
459	0.2267070678
460	0.2265841566
461	0.2264358604
462	0.2263788075
463	0.2263346693
464	0.2261434564
465	0.2259978415
466	0.2258810227
467	0.2257117362
468	0.2255594577
469	0.2255014212
470	0.2252029407
471	0.2250423962
472	0.2249191836
473	0.2247677301
474	0.2246273349
475	0.2243337728
476	0.2242235224
477	0.2240864273
478	0.2239228683
479	0.2237071589
480	0.2235936561
481	0.2234612572
482	0.2233438038
483	0.2231622214
484	0.2230253168
485	0.2228725623
486	0.2226697675
487	0.2226367194
488	0.2224624987
489	0.2223070629
490	0.2221328739
491	0.2220356016
492	0.2219947159
493	0.2218551775
494	0.2218078502
495	0.2216611564
496	0.221479114
497	0.2212557732
498	0.2211866466
499	0.220919469
500	0.2206653965
501	0.220529063
502	0.2204361378
503	0.2202394355
504	0.2201605356
505	0.2200424635
506	0.2199640871
507	0.2198597229
508	0.2197712878
509	0.2196555003
510	0.2194457881
511	0.2192454367
512	0.2190894139
513	0.2189635992
514	0.2189291391
515	0.2185922478
516	0.2184548989
517	0.21823654
518	0.2181051406
519	0.2177997427
520	0.2177446413
521	0.2176319635
522	0.2175692307
523	0.2175144625
524	0.2174325164
525	0.2173010219
526	0.2171576599
527	0.2171458558
528	0.2170151546
529	0.2169535007
530	0.216689052
531	0.2166247803
532	0.2164769124
533	0.2163150511
534	0.2161833979
535	0.2160486351
536	0.2158835213
537	0.2157793791
538	0.2155667001
539	0.2154014117
540	0.2151570807
541	0.2150400081
542	0.2149241571
543	0.2147008322
544	0.2144840281
545	0.2142148356
546	0.2140391711
547	0.2139403281
548	0.2137099272
549	0.2135536029
550	0.213451095
551	0.2133670546
552	0.2131729225
553	0.2131103643
554	0.212897479
555	0.2127811837
556	0.2127175625
557	0.2125776275
558	0.2123727702
559	0.2122107343
560	0.2121122721
561	0.2120718781
562	0.2119991341
563	0.211920377
564	0.2118590087
565	0.2117485838
566	0.2115613215
567	0.2114383786
568	0.2112938108
569	0.2112559712
570	0.2111307754
571	0.2109707544
572	0.210795439
573	0.2105875514
574	0.21048214
575	0.2104030497
576	0.2103254349
577	0.2102201346
578	0.2099835778
579	0.2098770717
580	0.2097216518
581	0.2096424663
582	0.2094837305
583	0.20932601
584	0.2092354965
585	0.2091183287
586	0.2090841858
587	0.2089548014
588	0.2088167385
589	0.2087254
590	0.2086008229
591	0.2083457984
592	0.2082556022
593	0.2082169376
594	0.208119935
595	0.2079897415
596	0.2078555023
597	0.2076654
598	0.2075185476
599	0.2074107246
600	0.2073299843
601	0.2072165925
602	0.2070650914
603	0.2069412124
604	0.2068397516
605	0.2066827769
606	0.2066002755
607	0.2064316395
608	0.2062896736
609	0.2060877515
610	0.2060154993
611	0.2059395663
612	0.2058127681
613	0.2056113695
614	0.2055136371
615	0.2053327687
616	0.2051462045
617	0.2050574203
618	0.2049671289
619	0.204948582
620	0.2047193075
621	0.2045840845
622	0.2045403588
623	0.2045247787
624	0.2044698042
625	0.2043976949
626	0.2042873651
627	0.2042226174
628	0.2041051164
629	0.2040345777
630	0.2039113651
631	0.2037956886
632	0.203580122
633	0.2033539889
634	0.2032516555
635	0.2031987594
636	0.2030857484
637	0.2029282501
638	0.2027403214
639	0.2026068913
640	0.2025294035
641	0.2023740946
642	0.2022344452
643	0.2021490721
644	0.2020849749
645	0.2019635392
646	0.201648257
647	0.2015504453
648	0.2013404951
649	0.2011895811
650	0.200993561
651	0.2008984623
652	0.200776027
653	0.2007279858
654	0.2005719948
655	0.2004822111
656	0.2003303292
657	0.2002296934
658	0.2000295323
659	0.1998824419
660	0.1996865328
661	0.1994714581
662	0.1993547662
663	0.1992658868
664	0.199194539
665	0.199004294
666	0.1988492866
667	0.1987564567
668	0.1987025452
669	0.1985965309
670	0.1983701916
671	0.1981291923
672	0.1979780403
673	0.1977686296
674	0.1977031838
675	0.1976665341
676	0.1974790339
677	0.197294437
678	0.1971422537
679	0.1970645913
680	0.1968836912
681	0.1968527056
682	0.1966880995
683	0.1965934609
684	0.196534631
685	0.1962235215
686	0.1960606765
687	0.1959051931
688	0.1958472676
689	0.1957078244
690	0.1956392531
691	0.1955210064
692	0.1952757076
693	0.1951231911
694	0.1950487653
695	0.1949181593
696	0.1946700205
697	0.1945211372
698	0.1944015578
699	0.1940634608
700	0.1940263828
701	0.1938712643
702	0.1937133218
703	0.19355741
704	0.193434832
705	0.1933724959
706	0.1932000045
707	0.1930919436
708	0.1930451875
709	0.1929740618
710	0.192887721
711	0.1927173397
712	0.1924953793
713	0.1923965839
714	0.192253206
715	0.1921494288
716	0.191964594
717	0.1917893103
718	0.191645504
719	0.1914519272
720	0.1913089618
721	0.1911479255
722	0.1910726747
723	0.1910049918
724	0.1908889822
725	0.1907557901
726	0.1905882171
727	0.1903371432
728	0.1901603205
729	0.1899791824
730	0.1898676627
731	0.1897459573
732	0.1896190638
733	0.1893867273
734	0.1892714316
735	0.1892268174
736	0.1891160117
737	0.1890299881
738	0.188928321
739	0.1887718064
740	0.1887310634
741	0.1885741997
742	0.1885106419
743	0.1883746416
744	0.1883198257
745	0.188282954
746	0.1880678634
747	0.1878377797
748	0.187741618
749	0.1877012875
750	0.1876640984
751	0.1875159926
752	0.1873729637
753	0.1873238596
754	0.1872415962
755	0.1871897789
756	0.1869849058
757	0.1869084334
758	0.1868081625
759	0.1867475239
760	0.1866290075
761	0.1865684959
762	0.1864752059
763	0.186368795
764	0.1863353819
765	0.1862003811
766	0.1860870052
767	0.185943072
768	0.185878118
769	0.1858008523
770	0.1857441802
771	0.1857199692
772	0.1855949797
773	0.1853878536
774	0.1852816965
775	0.1850229754
776	0.1849399504
777	0.1848472474
778	0.1847396625
779	0.1846571135
780	0.1845467996
781	0.1845229059
782	0.1844885727
783	0.1844277279
784	0.1842152551
785	0.1841041004
786	0.184052775
787	0.1839650221
788	0.1838911516
789	0.1837895321
790	0.1836573871
791	0.1836011593
792	0.1834284617
793	0.1833297773
794	0.1832918584
795	0.183244785
796	0.183210896
797	0.1831417694
798	0.182963376
799	0.1828239487
800	0.1827347678
801	0.1825980535
802	0.1825745406
803	0.1824912301
804	0.1822532295
805	0.1821188633
806	0.1820774539
807	0.1819559231
808	0.1818474813
809	0.1814899013
810	0.1813520923
811	0.1812998626
812	0.1810968933
813	0.1809733792
814	0.1808646995
815	0.1807489437
816	0.1806867662
817	0.1805541453
818	0.1803603464
819	0.1802777974
820	0.1802244253
821	0.1800389717
822	0.1798632597
823	0.1797597363
824	0.1796153272
825	0.1795085831
826	0.1794040284
827	0.1792896688
828	0.1791190972
829	0.1790476383
830	0.1789679769
831	0.1788689594
832	0.1787947081
833	0.1787227415
834	0.1785860748
835	0.1784692085
836	0.1782970661
837	0.1782260515
838	0.1781469454
839	0.1780499586
840	0.1779403111
841	0.1778576035
842	0.1777305355
843	0.1776509851
844	0.1775480805
845	0.1774527756
846	0.1772966893
847	0.1770851843
848	0.176960163
849	0.1769343655
850	0.1768399648
851	0.176815849
852	0.1767150387
853	0.176658081
854	0.1765747546
855	0.1765025977
856	0.176319635
857	0.1762371495
858	0.176111795
859	0.1760701318
860	0.1759838385
861	0.1759173614
862	0.1757564679
863	0.1757232293
864	0.1756509454
865	0.175561368
866	0.1754868311
867	0.1753493235
868	0.1753044396
869	0.1752920961
870	0.1751838765
871	0.1750163194
872	0.1749030228
873	0.1747726865
874	0.1747627863
875	0.1747498399
876	0.1745637517
877	0.1745433961
878	0.1744724291
879	0.174432289
880	0.1743168822
881	0.174181342
882	0.1740774537
883	0.1738374699
884	0.1737418793
885	0.1734843005
886	0.1733336879
887	0.1732837269
888	0.1731589753
889	0.1730719046
890	0.1729432977
891	0.1728606377
892	0.1727913206
893	0.1726972056
894	0.1725994415
895	0.1725109746
896	0.1724304405
897	0.172351969
898	0.1722398148
899	0.1721403054
900	0.1720115239
901	0.1718704783
902	0.1717742373
903	0.1717451714
904	0.1716760606
905	0.1716250684
906	0.1715474537
907	0.1714203539
908	0.1714000935
909	0.1712841949
910	0.171188652
911	0.1709771787
912	0.1708664206
913	0.1707905193
914	0.1706466338
915	0.1705459662
916	0.1703864847
917	0.1702777098
918	0.1701290487
919	0.1699464192
920	0.1698309014
921	0.1697540482
922	0.1697120994
923	0.1696186824
924	0.1695713393
925	0.1695191255
926	0.1694802864
927	0.1694365606
928	0.1693057007
929	0.1691435697
930	0.1690863581
931	0.1689732519
932	0.1689394898
933	0.1688709185
934	0.1687654119
935	0.1687323161
936	0.1686166238
937	0.1685626647
938	0.1684814168
939	0.1683783218
940	0.1682208393
941	0.1681553618
942	0.1680574231
943	0.1679292445
944	0.1678198826
945	0.1677150583
946	0.1676137878
947	0.1675729655
948	0.1675518007
949	0.1674367906
950	0.1673065654
951	0.1672370579
952	0.1671459257
953	0.1670750062
954	0.1670032935
955	0.166927297
956	0.1668267246
957	0.1666123638
958	0.1665717002
959	0.1663490099
960	0.1663077434
961	0.1662778842
962	0.1662328575
963	0.166061683
964	0.1659492749
965	0.1658871608
966	0.1658459736
967	0.1657782114
968	0.1657379444
969	0.1657111632
970	0.1656647085
971	0.1656210939
972	0.1655386718
973	0.1654744318
974	0.1653398594
975	0.1652056994
976	0.1649873405
977	0.1648721083
978	0.1647553212
979	0.1646971895
980	0.164626159
981	0.1646087067
982	0.1644102275
983	0.1642648505
984	0.1641726711
985	0.1640724478
986	0.1639152668
987	0.1637404749
988	0.1636369357
989	0.1636013807
990	0.1635164836
991	0.163454211
992	0.1634294606
993	0.1633702817
994	0.1632749133
995	0.163207627
996	0.1631399124
997	0.1629795424
998	0.1628765109
999	0.1628010539
1000	0.1626375901
1001	0.1624717465
1002	0.1623805348
1003	0.1623030787
1004	0.1622471523
1005	0.1621872119
1006	0.1621036316
1007	0.1619952692
1008	0.1619073418
1009	0.1618418643
1010	0.1617372462
1011	0.1616475418
1012	0.161545716
1013	0.1612793952
1014	0.1612212159
1015	0.1610874843
1016	0.1609666357
1017	0.1608536088
1018	0.1607375674
1019	0.1605920318
1020	0.1605151945
1021	0.1604522237
1022	0.1603518735
1023	0.1602379422
1024	0.1601041948
1025	0.1600268339
1026	0.1599415719
1027	0.1598507728
1028	0.159769382
1029	0.1596724587
1030	0.1595975094
1031	0.1595171816
1032	0.159432348
1033	0.1593012977
1034	0.1591623781
1035	0.1590836845
1036	0.1589887761
1037	0.1589440667
1038	0.1588522363
1039	0.1587993085
1040	0.1586816489
1041	0.1586170281
1042	0.1585238333
1043	0.1584647496
1044	0.1584099972
1045	0.1583031897
1046	0.1580616827
1047	0.1579615546
1048	0.1578577615
1049	0.1577924744
1050	0.1577262036
1051	0.157623172
1052	0.1575803506
1053	0.1575320873
1054	0.1574488244
1055	0.1574295952
1056	0.1573725899
1057	0.1573368605
1058	0.1573005758
1059	0.1571699539
1060	0.1571099976
1061	0.157050311
1062	0.1569329052
1063	0.1568291914
1064	0.156705487
1065	0.1565650284
1066	0.1564691998
1067	0.1563899192
1068	0.1562512693
1069	0.156192011
1070	0.156051727
1071	0.155905525
1072	0.1558250227
1073	0.1556926714
1074	0.1556216885
1075	0.1555911471
1076	0.1555653972
1077	0.1554386782
1078	0.1553081198
1079	0.1551751498
1080	0.1550902527
1081	0.1550403235
1082	0.1550218083
1083	0.1549057828
1084	0.1548431135
1085	0.1548041633
1086	0.1547085093
1087	0.1546403505
1088	0.1544912451
1089	0.1543979392
1090	0.1542799305
1091	0.1541753441
1092	0.1541247486
1093	0.1540694726
1094	0.1539450859
1095	0.1539008049
1096	0.1538073404
1097	0.1537365796
1098	0.1535998494
1099	0.1535025454
1100	0.1534258667
1101	0.1533596434
1102	0.153324501
1103	0.1532453473
1104	0.1530751247
1105	0.1530307802
1106	0.1528844831
1107	0.1528485791
1108	0.1527269213
1109	0.1526520196
1110	0.1525627436
1111	0.152415669
1112	0.1523641056
1113	0.1522703714
1114	0.1522463666
1115	0.1521014498
1116	0.1519747467
1117	0.1519023993
1118	0.1518216908
1119	0.1517599575
1120	0.1517170568
1121	0.1516535942
1122	0.1516108839
1123	0.1515474689
1124	0.1514565746
1125	0.1513682664
1126	0.1513010912
1127	0.1512644415
1128	0.1511121472
1129	0.1510631223
1130	0.1510086555
1131	0.1509784632
1132	0.1508885684
1133	0.1508385123
1134	0.1507619447
1135	0.1507073351
1136	0.1506164567
1137	0.1505633385
1138	0.1504132336
1139	0.1503361741
1140	0.1502340786
1141	0.1501571144
1142	0.1501017432
1143	0.1500541939
1144	0.1499730411
1145	0.1498713581
1146	0.1497442901
1147	0.149604609
1148	0.1495453349
1149	0.149481555
1150	0.1493921679
1151	0.1491324155
1152	0.1490974317
1153	0.1490450116
1154	0.1489839289
1155	0.1489110262
1156	0.1488046629
1157	0.1487450398
1158	0.1486182574
1159	0.1485014227
1160	0.1484323913
1161	0.1483609006
1162	0.1482000388
1163	0.1481562179
1164	0.1481260256
1165	0.1480983559
1166	0.1480511238
1167	0.148005986
1168	0.1478732064
1169	0.1478075544
1170	0.1477417595
1171	0.1476448997
1172	0.1475958114
1173	0.1475435341
1174	0.1474773426
1175	0.1474348068
1176	0.1472426103
1177	0.1471787193
1178	0.1470889991
1179	0.1470009288
1180	0.1469266776
1181	0.1468202825
1182	0.146749728
1183	0.1467268973
1184	0.1466068102
1185	0.1465155034
1186	0.1464464085
1187	0.146369
1188	0.1463200386
1189	0.1462641756
1190	0.1461483247
1191	0.1459870821
1192	0.1459716765
1193	0.1458571265
1194	0.1457738953
1195	0.1456754331
1196	0.1455677847
1197	0.1454981186
1198	0.1453619913
1199	0.1453510281
1200	0.145267908
1201	0.145180996
1202	0.1451154708
1203	0.1450521828
1204	0.14500338
1205	0.1449013639
1206	0.1448827376
1207	0.1447184805
1208	0.144650163
1209	0.144576594
1210	0.1445340582
1211	0.1445013432
1212	0.1443986132
1213	0.144261883
1214	0.144219601
1215	0.1442075273
1216	0.144184649
1217	0.1440994505
1218	0.1439835995
1219	0.1438885801
1220	0.1438593556
1221	0.1437967973
1222	0.1437886424
1223	0.1436838974
1224	0.1436118514
1225	0.1435175143
1226	0.1434320302
1227	0.1433921915
1228	0.143240262
1229	0.1431875088
1230	0.1431295039
1231	0.1431091483
1232	0.1429912824
1233	0.1429366411
1234	0.1428469208
1235	0.1427436989
1236	0.1424924346
1237	0.1423775673
1238	0.1423581795
1239	0.1422083284
1240	0.1421435014
1241	0.142084973
1242	0.1419788794
1243	0.1418774662
1244	0.1417649152
1245	0.1415843641
1246	0.1414905505
1247	0.1414157281
1248	0.1412920554
1249	0.1412687805
1250	0.1412214374
1251	0.1410694921
1252	0.1410181984
1253	0.1409068533
1254	0.140800125
1255	0.140729634
1256	0.1406499725
1257	0.1405841777
1258	0.140392235
1259	0.1402835395
1260	0.1402373387
1261	0.1401823008
1262	0.1401332283
1263	0.1400439682
1264	0.1398251967
1265	0.1397304312
1266	0.1396858487
1267	0.1395808181
1268	0.1395148487
1269	0.1394957306
1270	0.1394143716
1271	0.1392707716
1272	0.1391501768
1273	0.1390608373
1274	0.138957187
1275	0.1388175217
1276	0.1387861235
1277	0.1387494422
1278	0.1386479496
1279	0.1385285764
1280	0.1383080122
1281	0.1382560839
1282	0.1381677598
1283	0.138077278
1284	0.137971232
1285	0.1378838599
1286	0.1378758477
1287	0.1378436563
1288	0.1377891261
1289	0.137723125
1290	0.1376317864
1291	0.137584364
1292	0.1374518065
1293	0.1373223745
1294	0.137257008
1295	0.1372120607
1296	0.1370981929
1297	0.1370436468
1298	0.1369643503
1299	0.1369225284
1300	0.1368177834
1301	0.1367439922
1302	0.1366672184
1303	0.1365334392
1304	0.136528743
1305	0.1364646616
1306	0.1364135425
1307	0.1363871262
1308	0.136294566
1309	0.136190995
1310	0.1360673857
1311	0.135979141
1312	0.1359119658
1313	0.1358217061
1314	0.1357180717
1315	0.135648009
1316	0.1354769932
1317	0.1353885898
1318	0.1353057076
1319	0.1351898884
1320	0.1351321057
1321	0.135109862
1322	0.1350505562
1323	0.134989759
1324	0.134903085
1325	0.1348908843
1326	0.134830103
1327	0.1347059226
1328	0.134690755
1329	0.1346125849
1330	0.1345290523
1331	0.134426941
1332	0.1343882446
1333	0.1343373159
1334	0.1342503087
1335	0.1342036161
1336	0.1341457858
1337	0.1340939368
1338	0.1340577632
1339	0.133998616
1340	0.1338916498
1341	0.1338227135
1342	0.1336861896
1343	0.1336216006
1344	0.1335033856
1345	0.1333969906
1346	0.1333441103
1347	0.1333084602
1348	0.1332382706
1349	0.1331468686
1350	0.1330571563
1351	0.132964842
1352	0.1328793499
1353	0.1328342518
1354	0.1328034645
1355	0.1327696786
1356	0.1326775468
1357	0.1326266418
1358	0.1326033749
1359	0.1325286318
1360	0.1324942192
1361	0.1324271472
1362	0.1323259402
1363	0.1321816738
1364	0.1320799036
1365	0.1319409364
1366	0.1318647178
1367	0.1318240303
1368	0.131764074
1369	0.1317443213
1370	0.1315770418
1371	0.1315620646
1372	0.1314968092
1373	0.1313646722
1374	0.13126337
1375	0.1311752204
1376	0.1311558723
1377	0.1310877214
1378	0.1310591711
1379	0.1309411942
1380	0.1308879887
1381	0.1308290478
1382	0.1307239061
1383	0.1306653064
1384	0.1305809408
1385	0.1305167959
1386	0.1304117098
1387	0.1302236384
1388	0.1301450479
1389	0.1300802129
1390	0.1300027489
1391	0.1299128938
1392	0.1298342636
1393	0.1297772901
1394	0.129690505
1395	0.1296495557
1396	0.1295798896
1397	0.1295363226
1398	0.1294496644
1399	0.1292888978
1400	0.1292391351
1401	0.1291488041
1402	0.1291164461
1403	0.1290311285
1404	0.1290098368
1405	0.1288976508
1406	0.1287527816
1407	0.1286589045
1408	0.1285963066
1409	0.1285143288
1410	0.1284282418
1411	0.1283441062
1412	0.1282893935
1413	0.1282444937
1414	0.1282257881
1415	0.1281840218
1416	0.1281219871
1417	0.1280736127
1418	0.1279559848
1419	0.1279221513
1420	0.1279069838
1421	0.1278271478
1422	0.1277668187
1423	0.1276872048
1424	0.1276431301
1425	0.1276083764
1426	0.127562477
1427	0.1274567563
1428	0.1272968622
1429	0.1272777679
1430	0.1272322652
1431	0.1271749189
1432	0.1271193891
1433	0.1271119878
1434	0.127034135
1435	0.1269724018
1436	0.1269227343
1437	0.1268424938
1438	0.1267802767
1439	0.1267426672
1440	0.1266968789
1441	0.1266090546
1442	0.1265234197
1443	0.1264783137
1444	0.1264347466
1445	0.1263795341
1446	0.1263094
1447	0.1262284535
1448	0.1261283571
1449	0.1260500284
1450	0.1260430475
1451	0.1259778397
1452	0.1259434112
1453	0.1258770611
1454	0.1258248076
1455	0.1258052849
1456	0.12578366
1457	0.1257556492
1458	0.125706077
1459	0.1256461048
1460	0.1255640873
1461	0.1255536239
1462	0.1254779765
1463	0.1253869077
1464	0.1253130134
1465	0.1252402059
1466	0.1251879762
1467	0.1251488912
1468	0.1250896885
1469	0.1250613049
1470	0.1249958273
1471	0.1249335071
1472	0.1248239389
1473	0.1247441267
1474	0.124709611
1475	0.1246305049
1476	0.124619867
1477	0.1245617431
1478	0.1245124406
1479	0.1244239817
1480	0.1243972877
1481	0.1243437332
1482	0.1242951368
1483	0.1242446523
1484	0.1241996731
1485	0.1241397882
1486	0.1240323143
1487	0.123984995
1488	0.1239096491
1489	0.1238874292
1490	0.1238524534
1491	0.123829353
1492	0.123784009
1493	0.1237078618
1494	0.1236675868
1495	0.1235645077
1496	0.1234774767
1497	0.1234272778
1498	0.1233695347
1499	0.1232793385
1500	0.1232356445
1501	0.1231099092
1502	0.1230792092
1503	0.1230434798
1504	0.122983103
1505	0.1229130006
1506	0.1228502837
1507	0.1228449687
1508	0.1227750488
1509	0.1226967122
1510	0.1225872233
1511	0.1224953215
1512	0.1224485813
1513	0.122410472
