iter	Accuracy	MultiClass
171	0.8813361061	0.3118595152
172	0.8813361061	0.3116762333
173	0.8815960489	0.3113594559
174	0.8815960489	0.3112559708
175	0.8815960489	0.311065253
176	0.8817260203	0.3109586629
177	0.8817260203	0.3108017617
178	0.8815960489	0.3105058216
179	0.8818559917	0.3103698534
180	0.8818559917	0.3102770896
181	0.8815960489	0.3101309226
182	0.8814660775	0.310016119
183	0.8817260203	0.3097954823
184	0.8817260203	0.3095616176
185	0.8817260203	0.3093983872
186	0.8818559917	0.3091609945
187	0.8821159345	0.3089837307
188	0.8821159345	0.308938629
189	0.8821159345	0.3088774726
190	0.8821159345	0.3087729358
191	0.8819859631	0.3086456786
192	0.8819859631	0.3084890153
193	0.8818559917	0.308453608
194	0.8822459059	0.3083549997
195	0.8822459059	0.3082600924
196	0.8819859631	0.3081595691
197	0.8822459059	0.3080497568
198	0.8822459059	0.3078246491
199	0.8825058487	0.3074994718
200	0.8822459059	0.3073645739
201	0.8826358201	0.3072460175
202	0.8825058487	0.3071124776
203	0.8825058487	0.3069944923
204	0.8826358201	0.3068611145
205	0.8825058487	0.3068016859
206	0.8827657915	0.3066020956
207	0.8826358201	0.3065243873
208	0.8826358201	0.3063673403
209	0.8826358201	0.3060744278
210	0.8827657915	0.305926244
211	0.8827657915	0.3058316097
212	0.8827657915	0.3056803547
213	0.8826358201	0.3054910282
214	0.8827657915	0.3053634392
215	0.8826358201	0.3051055854
216	0.8827657915	0.3050182344
217	0.8827657915	0.3049209542
218	0.8828957629	0.3047820695
219	0.8830257343	0.3044956248
220	0.8830257343	0.3044489437
221	0.8828957629	0.3043196444
222	0.8830257343	0.3040532199
223	0.8830257343	0.3038235235
224	0.8831557057	0.3036959619
225	0.8831557057	0.3036017787
226	0.8832856772	0.3034447933
227	0.8831557057	0.3033262881
228	0.8831557057	0.3031302102
229	0.8831557057	0.3029470792
230	0.8830257343	0.3027241973
231	0.8830257343	0.3026674059
232	0.8831557057	0.3024422342
233	0.8832856772	0.3023257171
234	0.8832856772	0.3022103553
235	0.8832856772	0.3019972907
236	0.8834156486	0.3018390704
237	0.8832856772	0.3017760368
238	0.8832856772	0.301574843
239	0.8834156486	0.3014419135
240	0.8834156486	0.3013560938
241	0.88354562	0.3011593693
242	0.8834156486	0.3011171663
243	0.8836755914	0.3008069145
244	0.88354562	0.3007350263
245	0.88354562	0.3006336252
246	0.88354562	0.3005597369
247	0.88354562	0.3004126515
248	0.8836755914	0.3002654635
249	0.8836755914	0.3000766149
250	0.8836755914	0.3000306893
251	0.8838055628	0.2999420846
252	0.8838055628	0.2998039047
253	0.8838055628	0.2996243719
254	0.8838055628	0.29953396
255	0.8838055628	0.2993385776
256	0.88354562	0.299137852
257	0.8838055628	0.2990835275
258	0.8838055628	0.2988460739
259	0.8839355342	0.2987638619
260	0.8838055628	0.2986536515
261	0.8838055628	0.2985440944
262	0.8836755914	0.2983910628
263	0.8838055628	0.2982092271
264	0.8839355342	0.2981112885
265	0.8839355342	0.29797729
266	0.8840655056	0.2978660357
267	0.884195477	0.2977744072
268	0.884195477	0.2976339777
269	0.884195477	0.2975156422
270	0.8840655056	0.2973131405
271	0.8840655056	0.2972564683
272	0.884195477	0.2971820302
273	0.8840655056	0.2970552998
274	0.884195477	0.2968844901
275	0.8840655056	0.296774996
276	0.884195477	0.2966784349
277	0.884195477	0.2966342558
278	0.884195477	0.2965298177
279	0.884195477	0.2964444834
280	0.8843254484	0.2963081098
281	0.8844554198	0.2962693341
282	0.8844554198	0.2961205316
283	0.8844554198	0.2959226866
284	0.8844554198	0.2957754341
285	0.8844554198	0.2956155792
286	0.8844554198	0.2954589076
287	0.8844554198	0.2953353809
288	0.884195477	0.2951928548
289	0.8840655056	0.2950809489
290	0.8840655056	0.2950024107
291	0.884195477	0.2949113419
292	0.8840655056	0.2948157055
293	0.8840655056	0.2947350326
294	0.8840655056	0.2947058704
295	0.8840655056	0.294590359
296	0.8840655056	0.2945491917
297	0.8840655056	0.2944529654
298	0.8840655056	0.2942894816
299	0.8840655056	0.2942266522
300	0.8840655056	0.2940202064
301	0.884195477	0.293878698
302	0.884195477	0.2937185011
303	0.8843254484	0.2935645908
304	0.8843254484	0.293497937
305	0.884195477	0.2933215729
306	0.8840655056	0.2931942949
307	0.8840655056	0.2930665585
308	0.8843254484	0.292891129
309	0.8844554198	0.2927960792
310	0.8844554198	0.2927194214
311	0.8844554198	0.2925564113
312	0.8844554198	0.2924751821
313	0.8844554198	0.2924298672
314	0.8843254484	0.2922504066
315	0.8843254484	0.2921676295
316	0.8843254484	0.2920597241
317	0.8843254484	0.2920335186
318	0.8844554198	0.2918432777
319	0.8845853912	0.2917749122
320	0.8844554198	0.2916823305
321	0.8844554198	0.2914901313
322	0.8844554198	0.2914480911
323	0.8845853912	0.2912744433
324	0.8845853912	0.291203767
325	0.8847153626	0.2911326109
326	0.884845334	0.2910249248
327	0.884845334	0.2908386853
328	0.884845334	0.2907665042
329	0.8851052768	0.2907400374
330	0.8849753054	0.2905554835
331	0.884845334	0.2905017843
332	0.8851052768	0.2903769231
333	0.8849753054	0.2903475108
334	0.8851052768	0.2901568909
335	0.8853652197	0.2900979547
336	0.8849753054	0.2900415625
337	0.8849753054	0.2899946581
338	0.8852352482	0.2898420424
339	0.8852352482	0.2897679214
340	0.8853652197	0.2896247043
341	0.8853652197	0.2894176859
342	0.8853652197	0.2892706835
343	0.8852352482	0.2891579449
344	0.8852352482	0.2890713738
345	0.8852352482	0.2889212453
346	0.8852352482	0.2888723917
347	0.8852352482	0.2887606457
348	0.8853652197	0.2886330062
349	0.8852352482	0.2885691738
350	0.8852352482	0.2884587515
351	0.8852352482	0.2884516705
352	0.8852352482	0.2883256086
353	0.8853652197	0.2882437599
354	0.8853652197	0.288119979
355	0.8860150767	0.287929001
356	0.8858851053	0.2878183506
357	0.8860150767	0.2877449674
358	0.8860150767	0.287598716
359	0.8860150767	0.2875559017
360	0.8858851053	0.2875032412
361	0.8858851053	0.2874006132
362	0.8858851053	0.2873165491
363	0.8860150767	0.2871692289
364	0.8858851053	0.2871438595
365	0.8858851053	0.2869757006
366	0.8860150767	0.2869140786
367	0.8858851053	0.286771344
368	0.8858851053	0.2866336435
369	0.8861450481	0.2865827177
370	0.8861450481	0.2865308577
371	0.8862750195	0.2864478864
372	0.8860150767	0.2862940897
373	0.8858851053	0.286124847
374	0.8861450481	0.2860059847
375	0.8862750195	0.2858994645
376	0.8862750195	0.285752671
377	0.8862750195	0.285609517
378	0.8862750195	0.2855058068
379	0.8862750195	0.285378975
380	0.8864049909	0.2852422677
381	0.8864049909	0.2850552015
382	0.8864049909	0.2850149973
383	0.8865349623	0.2849466784
384	0.8865349623	0.2847319032
385	0.8866649337	0.2846947134
386	0.8866649337	0.2845200149
387	0.8865349623	0.2844284424
388	0.8866649337	0.2842561773
389	0.8867949051	0.2841439302
390	0.8867949051	0.2841219042
391	0.8866649337	0.2840840428
392	0.8867949051	0.2839797697
393	0.8867949051	0.2838992684
394	0.8867949051	0.2838635309
395	0.8867949051	0.2837547943
396	0.8870548479	0.2836985838
397	0.8867949051	0.2835665818
398	0.8869248765	0.2834818002
399	0.8869248765	0.2833498332
400	0.8869248765	0.2833016511
401	0.8871848193	0.283241481
402	0.8871848193	0.2831587488
403	0.8871848193	0.2830614583
404	0.8870548479	0.2828852316
405	0.8870548479	0.2827599469
406	0.8869248765	0.2826979147
407	0.8869248765	0.282635178
408	0.8869248765	0.282532331
409	0.8869248765	0.2824614984
410	0.8869248765	0.2823469781
411	0.8870548479	0.2822089906
412	0.8871848193	0.2821120846
413	0.8871848193	0.2820183041
414	0.8871848193	0.2819755217
415	0.8873147907	0.2819212619
416	0.8874447622	0.281848915
417	0.8874447622	0.2817679004
418	0.8874447622	0.2817459751
419	0.8874447622	0.2816518942
420	0.8874447622	0.2815535872
421	0.8875747336	0.2814461842
422	0.8875747336	0.2813183769
423	0.8875747336	0.2812122531
424	0.887704705	0.2811392281
425	0.8878346764	0.281105339
426	0.8879646478	0.2810117179
427	0.8879646478	0.280953774
428	0.8879646478	0.2808617295
429	0.8880946192	0.2807884108
430	0.8880946192	0.2807395551
431	0.8879646478	0.2805227614
432	0.8882245906	0.2805019912
433	0.8880946192	0.2803693263
434	0.8880946192	0.2802633262
435	0.8880946192	0.2801998742
436	0.888354562	0.28012248
437	0.8882245906	0.2800613897
438	0.888354562	0.2800242735
439	0.888354562	0.2798945277
440	0.8880946192	0.2798340131
441	0.8884845334	0.2797065486
442	0.8884845334	0.2794805818
443	0.8884845334	0.2793334284
444	0.8886145048	0.2792161115
445	0.8886145048	0.2791659675
446	0.8886145048	0.2790793318
447	0.8886145048	0.279037183
448	0.8882245906	0.2789106048
449	0.888354562	0.2788616302
450	0.8884845334	0.2787915015
451	0.8884845334	0.2787233
452	0.8884845334	0.2786878071
453	0.8886145048	0.2786047263
454	0.8886145048	0.278485577
455	0.8887444762	0.2784633733
456	0.8888744476	0.2781477612
457	0.8887444762	0.2780537236
458	0.8888744476	0.2780166459
459	0.8887444762	0.2778703815
460	0.8888744476	0.2777075471
461	0.889004419	0.2775402165
462	0.889004419	0.2775262016
463	0.889004419	0.2773004218
464	0.8888744476	0.2772727594
465	0.8888744476	0.2771942268
466	0.8888744476	0.2771308311
467	0.889004419	0.2770980865
468	0.8892643618	0.2770437516
469	0.8891343904	0.2769904475
470	0.8893943332	0.2767988873
471	0.8897842475	0.2766730697
472	0.8896542761	0.2765841133
473	0.8899142189	0.2764132179
474	0.8901741617	0.2762419292
475	0.8903041331	0.2761074784
476	0.8903041331	0.2760434849
477	0.8901741617	0.2758699207
478	0.8904341045	0.2757806816
479	0.8906940473	0.2756665653
480	0.8906940473	0.275574188
481	0.8906940473	0.2755184646
482	0.8905640759	0.275400279
483	0.8906940473	0.2752188011
484	0.8906940473	0.2751806536
485	0.8906940473	0.2751198229
486	0.8908240187	0.2749933691
487	0.8909539901	0.2747321054
488	0.8909539901	0.2745702707
489	0.8909539901	0.2743687473
490	0.8910839615	0.2742277449
491	0.8910839615	0.2740843501
492	0.8910839615	0.2739236655
493	0.8912139329	0.2738097205
494	0.8910839615	0.2736560175
495	0.8910839615	0.2735766943
496	0.8910839615	0.2734740283
497	0.8916038472	0.2732025415
498	0.8916038472	0.2730766605
499	0.89186379	0.2729531683
