iter	Accuracy	MultiClass
162	0.8852352482	0.3009179335
163	0.8853652197	0.3005475573
164	0.8851052768	0.3002763654
165	0.8851052768	0.2999919659
166	0.8853652197	0.2998282894
167	0.8853652197	0.2994653196
168	0.8854951911	0.2994198097
169	0.8854951911	0.2992450856
170	0.8853652197	0.2990858328
171	0.8856251625	0.2989933741
172	0.8856251625	0.2989521517
173	0.8854951911	0.2987851996
174	0.8854951911	0.2986569352
175	0.8854951911	0.2985117394
176	0.8853652197	0.2983400772
177	0.8857551339	0.2981804849
178	0.8858851053	0.2979189574
179	0.8858851053	0.297670218
180	0.8858851053	0.297575737
181	0.8858851053	0.2972367272
182	0.8858851053	0.2970586979
183	0.8858851053	0.2969610056
184	0.8858851053	0.2969061657
185	0.8856251625	0.2968277893
186	0.8857551339	0.2966416741
187	0.8860150767	0.2963635388
188	0.8858851053	0.2961454289
189	0.8860150767	0.2960216125
190	0.8858851053	0.2959276445
191	0.8862750195	0.2957046692
192	0.8861450481	0.2955932809
193	0.8861450481	0.2955371749
194	0.8861450481	0.2954402503
195	0.8860150767	0.295196904
196	0.8858851053	0.2950269504
197	0.8858851053	0.2948175556
198	0.8862750195	0.2946367155
199	0.8862750195	0.2945425695
200	0.8860150767	0.2944157236
201	0.8860150767	0.2940885079
202	0.8862750195	0.2939675567
203	0.8865349623	0.2936573093
204	0.8864049909	0.293546787
205	0.8865349623	0.293459974
206	0.8866649337	0.2932068531
207	0.8866649337	0.293061948
208	0.8866649337	0.2928417152
209	0.8866649337	0.2926742972
210	0.8865349623	0.2925325199
211	0.8865349623	0.2922973341
212	0.8865349623	0.2920835678
213	0.8865349623	0.2918852262
214	0.8867949051	0.2917095526
215	0.8867949051	0.2915188181
216	0.8865349623	0.2914265522
217	0.8865349623	0.2913115802
218	0.8865349623	0.2912355057
219	0.8866649337	0.2910264336
220	0.8866649337	0.2908371662
221	0.8865349623	0.2905925327
222	0.8865349623	0.2905830957
223	0.8865349623	0.290510344
224	0.8867949051	0.290399618
225	0.8867949051	0.2903071048
226	0.8867949051	0.2901257335
227	0.8867949051	0.2899183718
228	0.8867949051	0.2897800487
229	0.8867949051	0.2896726209
230	0.8867949051	0.2895200472
231	0.8867949051	0.2893633815
232	0.8867949051	0.2891782333
233	0.8867949051	0.2890273908
234	0.8867949051	0.2889336006
235	0.8867949051	0.2888454433
236	0.8867949051	0.2886266572
237	0.8867949051	0.2885669924
238	0.8866649337	0.2884547509
239	0.8866649337	0.2883478477
240	0.8867949051	0.2882297356
241	0.8867949051	0.2881161641
242	0.8866649337	0.2879818846
243	0.8866649337	0.2879498979
244	0.8866649337	0.2878624867
245	0.8866649337	0.2878320115
246	0.8866649337	0.2878126471
247	0.8866649337	0.287785262
248	0.8866649337	0.2877584644
249	0.8866649337	0.2876303155
250	0.8866649337	0.2875346785
251	0.8866649337	0.2873701825
252	0.8867949051	0.2872638017
253	0.8867949051	0.2871692554
254	0.8867949051	0.2870658371
255	0.8867949051	0.2870045113
256	0.8867949051	0.286736331
257	0.8869248765	0.2865286462
258	0.8869248765	0.2864870527
259	0.8867949051	0.2864083407
260	0.8867949051	0.2862154633
261	0.8870548479	0.2860799061
262	0.8871848193	0.285966841
263	0.8870548479	0.2857373948
264	0.8873147907	0.2856193718
265	0.8871848193	0.2853613689
266	0.8870548479	0.2850938881
267	0.8873147907	0.2848727989
268	0.8871848193	0.2847602842
269	0.8871848193	0.2847255673
270	0.8871848193	0.2847162732
271	0.8874447622	0.2844935309
272	0.8875747336	0.2842656781
273	0.8875747336	0.2841707528
274	0.8875747336	0.2839403614
275	0.8875747336	0.2838783548
276	0.8875747336	0.2837974607
277	0.8875747336	0.2837664075
278	0.8875747336	0.2837054774
279	0.887704705	0.2834389749
280	0.887704705	0.2833056899
281	0.8874447622	0.2832115815
282	0.8874447622	0.2831662995
283	0.8874447622	0.2830185931
284	0.8875747336	0.2828859952
285	0.8874447622	0.2828165406
286	0.8875747336	0.2827220478
287	0.8875747336	0.2826032236
288	0.8875747336	0.2824854307
289	0.8878346764	0.2823217204
290	0.8878346764	0.2822150373
291	0.8878346764	0.2821512916
292	0.8879646478	0.2820479526
293	0.8879646478	0.2820117861
294	0.8880946192	0.281909921
295	0.8880946192	0.2818083169
296	0.8880946192	0.2816885888
297	0.8880946192	0.2816324543
298	0.8880946192	0.2815374121
299	0.8882245906	0.2814730237
300	0.888354562	0.2813451446
301	0.8884845334	0.2812088323
302	0.8884845334	0.2810043972
303	0.888354562	0.2808706883
304	0.8886145048	0.2807505797
305	0.8886145048	0.2806593824
306	0.8886145048	0.2806289753
307	0.8886145048	0.2805495632
308	0.889004419	0.2803881899
309	0.8887444762	0.2802756272
310	0.8887444762	0.2801527032
311	0.8887444762	0.2800612891
312	0.8888744476	0.279932646
313	0.889004419	0.2798513115
314	0.8884845334	0.279740431
315	0.8884845334	0.2795737718
316	0.8884845334	0.2794260671
317	0.8886145048	0.2793497703
318	0.8888744476	0.2792382273
319	0.8888744476	0.2791920603
320	0.8887444762	0.2791404488
321	0.8888744476	0.2789498256
322	0.8887444762	0.2788572656
323	0.8892643618	0.2787711351
324	0.8892643618	0.2785703137
325	0.889004419	0.2783387711
326	0.889004419	0.2783276943
327	0.889004419	0.2782800336
328	0.889004419	0.2782050497
329	0.889004419	0.2781339345
330	0.889004419	0.2778833699
331	0.8891343904	0.277697274
332	0.8892643618	0.277562836
333	0.8893943332	0.2774436858
334	0.8895243047	0.2773376615
335	0.8896542761	0.2771915579
336	0.8896542761	0.2769726091
337	0.8897842475	0.2768041274
338	0.8897842475	0.2766312696
339	0.8896542761	0.2766127812
340	0.8897842475	0.2765323507
341	0.8899142189	0.2763765507
342	0.8897842475	0.2763083312
343	0.8897842475	0.2761938318
344	0.8900441903	0.2760467468
345	0.8901741617	0.2759907151
346	0.8900441903	0.2758237059
347	0.8903041331	0.2757371792
348	0.8903041331	0.2757097423
349	0.8903041331	0.2756149582
350	0.8903041331	0.2755894435
351	0.8901741617	0.2755140805
352	0.8903041331	0.2753645501
353	0.8903041331	0.2752152201
354	0.8903041331	0.2751278668
355	0.8904341045	0.2749438382
356	0.8903041331	0.2748918684
357	0.8904341045	0.2748214697
358	0.8904341045	0.2747451414
359	0.8904341045	0.2747032518
360	0.8904341045	0.2745967788
361	0.8906940473	0.2745540479
362	0.8906940473	0.2745504729
363	0.8905640759	0.2743991148
364	0.8905640759	0.2742995421
365	0.8908240187	0.2742213629
366	0.8908240187	0.2741446961
367	0.8908240187	0.2741002504
368	0.8908240187	0.2739687818
369	0.8908240187	0.2738770935
370	0.8908240187	0.2737908178
371	0.8906940473	0.2737038418
372	0.8908240187	0.2735649595
373	0.8908240187	0.2734447946
374	0.8908240187	0.2732878354
375	0.8908240187	0.2731593391
376	0.8908240187	0.2731174212
377	0.8908240187	0.27308998
378	0.8906940473	0.2729302084
379	0.8906940473	0.2728232694
380	0.8909539901	0.2727850039
381	0.8909539901	0.2727222292
382	0.8909539901	0.2725970406
383	0.8908240187	0.2725348335
384	0.8909539901	0.2724180641
385	0.8908240187	0.2723615988
386	0.8908240187	0.2723448405
387	0.8909539901	0.2722736849
388	0.8909539901	0.2721618505
389	0.8910839615	0.2720703193
390	0.8909539901	0.2719868717
391	0.8908240187	0.2718726188
392	0.8910839615	0.271640424
393	0.8913439043	0.2715895308
394	0.8913439043	0.2714555838
395	0.8913439043	0.2714092058
396	0.8913439043	0.2713438007
397	0.8917338186	0.2711413752
398	0.8919937614	0.2709822467
399	0.89186379	0.2708466686
400	0.89186379	0.2708294073
401	0.8917338186	0.2706437108
402	0.89186379	0.2705850326
403	0.8919937614	0.2705493491
404	0.8919937614	0.2703948359
405	0.8922537042	0.2702996153
406	0.8923836756	0.2702672131
407	0.892513647	0.2701421911
408	0.8923836756	0.2700669017
409	0.8923836756	0.2698897895
410	0.8923836756	0.2697849038
411	0.8927735898	0.2696501109
412	0.8927735898	0.2696402871
413	0.8929035612	0.2695062253
414	0.8929035612	0.2694752224
415	0.8930335326	0.2692628508
416	0.8932934754	0.2691540718
417	0.8934234468	0.2690581491
418	0.8932934754	0.2689066549
419	0.8934234468	0.268787752
420	0.8938133611	0.2686115839
421	0.8935534182	0.2684946757
422	0.8935534182	0.2684604496
423	0.8932934754	0.2683938878
424	0.8935534182	0.2683087574
425	0.8935534182	0.2682231993
426	0.8935534182	0.268218671
427	0.8935534182	0.2680369835
428	0.8934234468	0.2679676645
429	0.8934234468	0.2677806169
430	0.8934234468	0.2677059066
431	0.8934234468	0.267573943
432	0.8934234468	0.2675405487
433	0.8935534182	0.2674412176
434	0.8935534182	0.2674160631
435	0.8935534182	0.2673986525
436	0.8934234468	0.267283697
437	0.8934234468	0.2671359679
438	0.8934234468	0.2670619072
439	0.8934234468	0.2669546841
440	0.8935534182	0.2669076688
441	0.8935534182	0.2667966566
442	0.8936833897	0.2666652067
443	0.8936833897	0.2664368998
444	0.8936833897	0.2664274906
445	0.8936833897	0.266327286
446	0.8938133611	0.2662826898
447	0.8938133611	0.2662448601
448	0.8936833897	0.2661713952
449	0.8939433325	0.2660042032
450	0.8939433325	0.2659207746
451	0.8940733039	0.2658054811
452	0.8940733039	0.2657132
453	0.8940733039	0.2655198791
454	0.8942032753	0.2653490421
455	0.8942032753	0.2652693576
456	0.8942032753	0.2651921137
457	0.8942032753	0.2651476624
458	0.8942032753	0.2650827252
459	0.8942032753	0.2650509061
460	0.8943332467	0.2650130709
461	0.8943332467	0.2649060203
462	0.8943332467	0.2648845469
463	0.8945931895	0.264777188
464	0.8944632181	0.264729895
465	0.8944632181	0.2646576572
466	0.8944632181	0.2646418788
467	0.8945931895	0.2645182552
468	0.8947231609	0.2643439572
469	0.8948531323	0.2642121058
470	0.8948531323	0.2641117064
471	0.8949831037	0.2639532431
472	0.8949831037	0.263800921
473	0.8949831037	0.2637649629
474	0.8949831037	0.2637387043
475	0.8949831037	0.2635812687
476	0.8949831037	0.2634651109
477	0.8951130751	0.2634237395
478	0.8951130751	0.2633704284
479	0.8951130751	0.2632755349
480	0.8951130751	0.2632274117
481	0.8949831037	0.2631834713
482	0.8951130751	0.2630548414
483	0.8951130751	0.2629472758
484	0.8955029893	0.2628633651
485	0.8958929036	0.2626841821
486	0.8958929036	0.2625847209
487	0.8961528464	0.2624511763
488	0.896022875	0.262307253
489	0.896022875	0.262149189
490	0.8958929036	0.2619540272
491	0.8957629322	0.2618868034
492	0.8958929036	0.2618490684
493	0.8958929036	0.2618103226
494	0.8962828178	0.2617206025
495	0.8961528464	0.2615523155
496	0.8964127892	0.2614966265
497	0.8964127892	0.2614661688
498	0.8964127892	0.2614503486
499	0.896672732	0.2613919477
