iter	MultiClass
172	0.3066573685
173	0.3064330289
174	0.306291013
175	0.3059130456
176	0.305718684
177	0.3055345346
178	0.3051106425
179	0.3049422417
180	0.3047062085
181	0.3046410288
182	0.3045243453
183	0.3043786402
184	0.3040869481
185	0.3039927366
186	0.3036933666
187	0.3034251118
188	0.3031938524
189	0.3030222185
190	0.3027286914
191	0.3024786102
192	0.3023689265
193	0.3022493721
194	0.3020960332
195	0.3019914687
196	0.3018171548
197	0.301672362
198	0.3016011441
199	0.3014576075
200	0.3012295393
201	0.3010439849
202	0.3008042716
203	0.3006085223
204	0.3004046063
205	0.3002353877
206	0.3001087792
207	0.2999152973
208	0.2998184556
209	0.2997291341
210	0.2996275557
211	0.2993324708
212	0.2991489207
213	0.2990816709
214	0.2990305944
215	0.2988596817
216	0.2987226504
217	0.2985461659
218	0.2982213746
219	0.2981049717
220	0.2980830941
221	0.2980177325
222	0.2977023611
223	0.2976240934
224	0.2974988907
225	0.2973662555
226	0.2971153351
227	0.2970114471
228	0.2969009801
229	0.296784682
230	0.29659015
231	0.2964986186
232	0.2963767087
233	0.296219647
234	0.2960542213
235	0.2959251127
236	0.2958767511
237	0.2957091724
238	0.2954833078
239	0.2954129339
240	0.2952660119
241	0.2952047928
242	0.2951514375
243	0.2950597225
244	0.2950136892
245	0.2949795681
246	0.2948106285
247	0.2947198385
248	0.2946082649
249	0.2944258839
250	0.2943483798
251	0.2942592778
252	0.2941116556
253	0.2939814281
254	0.2938933133
255	0.2938398571
256	0.2937275397
257	0.293633826
258	0.2934166245
259	0.2933712872
260	0.293224344
261	0.2930707718
262	0.2927890673
263	0.2926974487
264	0.2926356872
265	0.2925982011
266	0.292383878
267	0.292264521
268	0.2921621307
269	0.2919324025
270	0.2918680002
271	0.2917851716
272	0.2917221652
273	0.2916089169
274	0.2915164688
275	0.2913918539
276	0.2912688052
277	0.2911218587
278	0.2909674984
279	0.2908784373
280	0.2906402401
281	0.2905632371
282	0.2903846884
283	0.2903008643
284	0.2901440322
285	0.2900775813
286	0.2900280484
287	0.2897284931
288	0.2895907351
289	0.2894833371
290	0.2894547224
291	0.2893309194
292	0.2892584815
293	0.2892129131
294	0.2890660919
295	0.2889990967
296	0.2889137296
297	0.2885777648
298	0.288425042
299	0.288298573
300	0.2882283491
301	0.2881240099
302	0.2880049745
303	0.287904921
304	0.2877981704
305	0.2876566236
306	0.2875393527
307	0.2873788428
308	0.2873341568
309	0.2871972862
310	0.2870845661
311	0.2870731904
312	0.2870427786
313	0.2869921251
314	0.2868859665
315	0.2866902353
316	0.2865852756
317	0.2864810811
318	0.2863396762
319	0.2861185928
320	0.2860138388
321	0.2859209512
322	0.2858432046
323	0.2857967292
324	0.2856427626
325	0.2854638075
326	0.2854354531
327	0.2853232059
328	0.2851073123
329	0.2850025271
330	0.2848337255
331	0.2847484877
332	0.2846091804
333	0.2845374613
334	0.2845148201
335	0.2844174415
336	0.284157077
337	0.2840771944
338	0.2838997684
339	0.2836393551
340	0.2835790724
341	0.2834569128
342	0.2833777691
343	0.2832555218
344	0.2831863367
345	0.283065177
346	0.2830175216
347	0.28290728
348	0.2826730177
349	0.2825168321
350	0.2824344483
351	0.2823874385
352	0.2822837573
353	0.2821982241
354	0.282144137
355	0.2820485491
356	0.2818531974
357	0.2817969509
358	0.2817352041
359	0.2816219881
360	0.2816113305
361	0.2815316751
362	0.2814748237
363	0.2814494715
364	0.2813379486
365	0.281231302
366	0.2811458403
367	0.2810228836
368	0.2808337421
369	0.2807727136
370	0.2806507835
371	0.2804906072
372	0.2804011415
373	0.2803679753
374	0.2802523706
375	0.2800805208
376	0.2799938218
377	0.2799133751
378	0.2797541589
379	0.279566318
380	0.2795253503
381	0.2793859025
382	0.2793614528
383	0.279283539
384	0.2792374112
385	0.2791946064
386	0.2791054515
387	0.278973664
388	0.2788851858
389	0.2787968954
390	0.2787329052
391	0.2786272517
392	0.2785274844
393	0.2784565331
394	0.2782563545
395	0.2782145316
396	0.2779405897
397	0.2778547816
398	0.2778253871
399	0.277803896
400	0.2777425315
401	0.2777089288
402	0.2775367016
403	0.2774105111
404	0.2773809492
405	0.2772383143
406	0.277203568
407	0.2771249999
408	0.2769994762
409	0.2769582133
410	0.2768198926
411	0.2767477081
412	0.2766823369
413	0.2766335972
414	0.2766069568
415	0.2765167547
416	0.2764191368
417	0.2763170563
418	0.2762048156
419	0.2761507957
420	0.2760850223
421	0.2759994914
422	0.2758887159
423	0.2757424177
424	0.2756538139
425	0.2755738689
426	0.2754930252
427	0.2754427097
428	0.2753798223
429	0.275283397
430	0.2752415897
431	0.2751480953
432	0.2750246442
433	0.2749099102
434	0.2747753637
435	0.2746961642
436	0.2746376334
437	0.2744992022
438	0.2744635631
439	0.2743776171
440	0.2743238443
441	0.2741499947
442	0.274107923
443	0.2740580804
444	0.2739970756
445	0.2739604246
446	0.273910676
447	0.2737693793
448	0.2735984324
449	0.2734993667
450	0.2734651942
451	0.2733871021
452	0.2732445182
453	0.2732054146
454	0.2731274369
455	0.2730390902
456	0.2729691079
457	0.272896962
458	0.2728551747
459	0.2727278131
460	0.2726766052
461	0.2726705038
462	0.2726655356
463	0.2725607012
464	0.2724581135
465	0.2724225244
466	0.2722779689
467	0.2721947196
468	0.2721240667
469	0.2720907162
470	0.2720170553
471	0.2719743487
472	0.2719243405
473	0.2719002776
474	0.2718872433
475	0.2716958827
476	0.2715050426
477	0.2714401954
478	0.2713355006
479	0.2712922143
480	0.2711820078
481	0.2710325278
482	0.2709237313
483	0.2708210794
484	0.2707703593
485	0.2706362894
486	0.2705536497
487	0.2704815846
488	0.2704328791
489	0.2703140451
490	0.2702395732
491	0.270193855
492	0.2700420013
493	0.2699994885
494	0.2698917822
495	0.2698238968
496	0.2696665772
497	0.2696170651
498	0.2695705132
499	0.2694461479
